,acousticness,danceability,energy,instrumentalness,popularity,speechiness
5225,0.964,0.213,0.104,0.579,0,0.0391
5226,0.981,0.48,0.201,0.0,0,0.159
5227,0.991,0.267,0.193,0.88,0,0.0781
5228,0.995,0.203,0.284,0.926,0,0.0475
5229,0.991,0.466,0.147,0.916,0,0.0846
5230,0.956,0.337,0.248,0.8959999999999999,5,0.038
5231,0.993,0.561,0.0935,0.902,0,0.0504
5232,0.947,0.181,0.415,0.8640000000000001,1,0.0322
5233,0.995,0.461,0.0841,0.948,0,0.0494
5234,0.995,0.4529999999999999,0.0198,0.925,0,0.0759
5235,0.971,0.226,0.0611,0.805,0,0.044
5236,0.987,0.369,0.0959,0.6709999999999999,0,0.0711
5237,0.807,0.192,0.0375,0.0728,0,0.0447
5238,0.8859999999999999,0.5429999999999999,0.5479999999999999,0.223,0,0.0573
5239,0.995,0.385,0.0304,0.919,4,0.0532
5240,0.984,0.2189999999999999,0.207,0.0503,2,0.039
5241,0.988,0.435,0.17,0.802,12,0.0456
5242,0.305,0.6679999999999999,0.34,0.0,0,0.621
5243,0.904,0.442,0.482,0.895,0,0.0385
5244,0.986,0.504,0.187,0.086,0,0.067
5245,0.987,0.6709999999999999,0.406,0.0001139999999999,0,0.0596
5246,0.984,0.306,0.24,0.905,6,0.033
5247,0.0373,0.599,0.5579999999999999,0.0001159999999999,0,0.0274
5248,0.978,0.527,0.0676,1.65e-05,0,0.154
5249,0.959,0.4320000000000001,0.239,0.951,0,0.0587
5250,0.976,0.283,0.0442,0.614,0,0.0432
5251,0.996,0.239,0.33,0.8909999999999999,0,0.0348
5252,0.994,0.414,0.138,0.912,0,0.0364
5253,0.988,0.4370000000000001,0.196,0.919,1,0.033
5254,0.967,0.359,0.188,0.3670000000000001,0,0.0421
5255,0.94,0.382,0.362,0.0738,0,0.0349
5256,0.993,0.56,0.266,0.884,0,0.106
5257,0.994,0.588,0.1159999999999999,0.6940000000000001,0,0.0601
5258,0.906,0.708,0.483,1.47e-05,0,0.0806
5259,0.84,0.171,0.53,0.205,0,0.0398
5260,0.995,0.596,0.125,0.924,0,0.0542
5261,0.994,0.387,0.0897,0.3379999999999999,0,0.0498
5262,0.799,0.8340000000000001,0.371,0.0,73,0.0358
5263,0.883,0.629,0.159,0.0,65,0.0495
5264,0.847,0.677,0.241,0.0,61,0.0407
5265,0.928,0.743,0.19,0.0,51,0.073
5266,0.95,0.5539999999999999,0.187,0.0,44,0.0347
5267,0.407,0.469,0.236,0.0434,51,0.0364
5268,0.55,0.584,0.278,0.21,49,0.0312
5269,0.987,0.136,0.299,0.918,40,0.0389
5270,0.828,0.618,0.196,0.0,37,0.0728
5271,0.972,0.648,0.289,0.0,37,0.0726
5272,0.892,0.502,0.3379999999999999,0.0,36,0.0502
5273,0.821,0.602,0.2339999999999999,0.0,36,0.0536
5274,0.868,0.5579999999999999,0.282,0.0,35,0.0366
5275,0.715,0.595,0.3279999999999999,0.0,36,0.0478
5276,0.871,0.713,0.2339999999999999,0.0,35,0.0335
5277,0.7929999999999999,0.542,0.273,0.0,35,0.0259
5278,0.414,0.797,0.431,0.0359,36,0.0625
5279,0.575,0.7759999999999999,0.29,0.0,34,0.0293
5280,0.895,0.555,0.257,0.0,35,0.0462
5281,0.965,0.6459999999999999,0.109,0.0,34,0.0435
5282,0.937,0.606,0.144,0.0,34,0.0834
5283,0.8859999999999999,0.597,0.259,0.0,33,0.0285
5284,0.846,0.36,0.181,0.0,33,0.0308
5285,0.87,0.644,0.163,0.0,29,0.0839
5286,0.413,0.773,0.4379999999999999,0.614,35,0.0728
5287,0.866,0.669,0.11,0.0003509999999999,27,0.0384
5288,0.1939999999999999,0.6940000000000001,0.728,0.0,21,0.0249
5289,0.857,0.472,0.36,0.0,20,0.0495
5290,0.988,0.6990000000000001,0.362,0.0263,24,0.1159999999999999
5291,0.865,0.606,0.156,0.0,19,0.0494
5292,0.655,0.7909999999999999,0.507,0.0,21,0.1169999999999999
5293,0.953,0.429,0.2289999999999999,0.846,23,0.0377
5294,0.5539999999999999,0.638,0.3429999999999999,0.113,26,0.0435
5295,0.499,0.61,0.496,0.0,17,0.0373
5296,0.619,0.638,0.535,0.0,17,0.0612
5297,0.8370000000000001,0.665,0.241,0.0,15,0.0397
5298,0.98,0.125,0.191,0.952,18,0.0421
5299,0.892,0.565,0.128,0.0316,13,0.0512
5300,0.5820000000000001,0.746,0.391,0.0,14,0.0398
5301,0.00851,0.596,0.688,0.000317,14,0.0417
5302,0.848,0.4,0.205,0.0,14,0.027
5303,0.989,0.1969999999999999,0.182,0.985,17,0.0368
5304,0.7120000000000001,0.7609999999999999,0.495,0.0724,20,0.037
5305,0.892,0.634,0.0825,3.55e-05,16,0.0417
5306,0.978,0.471,0.29,0.934,15,0.0413
5307,0.974,0.304,0.204,0.812,15,0.0291
5308,0.805,0.8370000000000001,0.354,0.0,12,0.0369
5309,0.895,0.5,0.313,0.0,12,0.0478
5310,0.544,0.455,0.501,0.000274,15,0.0279
5311,0.875,0.635,0.24,0.0,16,0.486
5312,0.471,0.461,0.34,1.28e-06,12,0.0282
5313,0.74,0.422,0.341,0.00246,15,0.0505
5314,0.906,0.261,0.317,0.0,21,0.0324
5315,0.352,0.5870000000000001,0.25,0.0821,19,0.0383
5316,0.7979999999999999,0.8390000000000001,0.385,0.0,11,0.0353
5317,0.705,0.7490000000000001,0.695,0.0,13,0.0577
5318,0.988,0.347,0.241,0.946,12,0.0438
5319,0.971,0.5720000000000001,0.2239999999999999,0.00104,11,0.0322
5320,0.981,0.525,0.434,0.579,24,0.0762
5321,0.865,0.607,0.254,3.02e-05,9,0.0289
5322,0.848,0.6659999999999999,0.211,0.0,12,0.0563
5323,0.76,0.725,0.369,0.0,9,0.0269
5324,0.4629999999999999,0.532,0.5579999999999999,0.0347,13,0.0608
5325,0.866,0.449,0.237,0.746,8,0.0279
5326,0.563,0.691,0.504,1.18e-06,9,0.0264
5327,0.624,0.3989999999999999,0.3329999999999999,3.67e-06,20,0.0326
5328,0.812,0.7170000000000001,0.201,0.0,10,0.0635
5329,0.887,0.4379999999999999,0.193,7.94e-06,8,0.0348
5330,0.794,0.546,0.247,0.0,7,0.0262
5331,0.389,0.875,0.391,0.0,8,0.049
5332,0.899,0.674,0.252,8.07e-06,9,0.0677
5333,0.924,0.225,0.348,0.0,13,0.0366
5334,0.973,0.6629999999999999,0.371,0.0,18,0.278
5335,0.996,0.391,0.0301,0.88,10,0.0369
5336,0.952,0.542,0.1939999999999999,0.0,7,0.0346
5337,0.601,0.58,0.294,0.0,7,0.0387
5338,0.7809999999999999,0.644,0.402,0.0,9,0.0373
5339,0.97,0.718,0.228,0.0052,14,0.0359
5340,0.8390000000000001,0.586,0.482,1.94e-05,9,0.0313
5341,0.946,0.368,0.188,0.753,15,0.0462
5342,0.901,0.529,0.317,5.22e-06,12,0.1639999999999999
5343,0.514,0.649,0.212,9.95e-06,8,0.0759
5344,0.326,0.768,0.6,0.0,15,0.0963
5345,0.539,0.337,0.33,1.96e-05,22,0.0301
5346,0.973,0.542,0.508,0.0884,9,0.0369
5347,0.775,0.667,0.259,1.27e-05,8,0.207
5348,0.979,0.565,0.364,9.79e-06,15,0.0866
5349,0.8270000000000001,0.763,0.416,0.8340000000000001,12,0.0355
5350,0.439,0.25,0.272,0.939,8,0.035
5351,0.804,0.64,0.248,0.00131,8,0.0556
5352,0.986,0.688,0.312,0.0,16,0.395
5353,0.968,0.409,0.2189999999999999,1.81e-06,7,0.0365
5354,0.947,0.5329999999999999,0.1689999999999999,0.0,19,0.159
5355,0.99,0.584,0.21,0.627,12,0.0427
5356,0.981,0.0734,0.0507,0.863,10,0.0486
5357,0.919,0.748,0.299,1.5e-05,12,0.0473
5358,0.959,0.65,0.175,0.0,11,0.0535
5359,0.973,0.6609999999999999,0.0747,0.0,7,0.0784
5360,0.956,0.446,0.419,0.0,10,0.139
5361,0.4529999999999999,0.541,0.695,3.06e-05,4,0.0528
5362,0.713,0.1009999999999999,0.0719,0.239,6,0.0413
5363,0.953,0.267,0.0449,0.0,5,0.0434
5364,0.96,0.7759999999999999,0.242,0.0,10,0.0891
5365,0.912,0.6709999999999999,0.25,0.0002839999999999,7,0.106
5366,0.967,0.528,0.1169999999999999,0.00564,10,0.0394
5367,0.925,0.3379999999999999,0.0505,7.99e-06,4,0.0384
5368,0.867,0.767,0.2339999999999999,0.0,6,0.1159999999999999
5369,0.872,0.22,0.387,0.954,5,0.0318
5370,0.975,0.648,0.2319999999999999,0.893,10,0.0405
5371,0.8109999999999999,0.4639999999999999,0.17,0.0,4,0.0504
5372,0.955,0.218,0.243,0.00337,5,0.0385
5373,0.932,0.351,0.1939999999999999,0.91,5,0.0375
5374,0.959,0.664,0.216,0.000235,11,0.0249
5375,0.487,0.873,0.505,0.0,4,0.0417
5376,0.979,0.2739999999999999,0.502,0.831,7,0.032
5377,0.917,0.575,0.457,4.73e-06,4,0.0602
5378,0.838,0.155,0.11,0.897,4,0.0423
5379,0.5379999999999999,0.171,0.422,0.936,3,0.038
5380,0.975,0.235,0.0601,0.203,3,0.0483
5381,0.498,0.21,0.0661,0.785,5,0.0379
5382,0.494,0.636,0.513,1.62e-06,17,0.0448
5383,0.6509999999999999,0.157,0.124,0.866,4,0.0406
5384,0.959,0.259,0.21,0.648,3,0.031
5385,0.847,0.325,0.3670000000000001,0.934,2,0.0403
5386,0.962,0.1989999999999999,0.32,0.00236,6,0.0388
5387,0.763,0.67,0.691,0.00267,5,0.0858
5388,0.778,0.221,0.243,0.5760000000000001,5,0.0414
5389,0.912,0.275,0.0879,0.626,3,0.0419
5390,0.96,0.377,0.336,0.0,7,0.0776
5391,0.862,0.325,0.179,0.967,4,0.0376
5392,0.992,0.653,0.312,0.0,3,0.5720000000000001
5393,0.901,0.183,0.1169999999999999,0.856,5,0.0442
5394,0.807,0.487,0.195,0.0,3,0.0337
5395,0.857,0.531,0.322,0.0,4,0.0426
5396,0.982,0.379,0.144,0.00166,3,0.0427
5397,0.98,0.597,0.331,0.0,11,0.314
5398,0.807,0.527,0.161,0.0,2,0.0469
5399,0.966,0.5720000000000001,0.239,0.0,2,0.0482
5400,0.958,0.595,0.3389999999999999,1.46e-06,8,0.069
5401,0.937,0.488,0.0544,0.327,3,0.0749
5402,0.992,0.785,0.2319999999999999,0.4539999999999999,2,0.0519
5403,0.8859999999999999,0.245,0.127,0.917,3,0.046
5404,0.991,0.342,0.248,0.0858,6,0.04
5405,0.991,0.402,0.1009999999999999,0.000611,8,0.0409999999999999
5406,0.46,0.345,0.395,0.423,4,0.0396
5407,0.7829999999999999,0.2019999999999999,0.143,0.207,4,0.0384
5408,0.909,0.597,0.336,0.0,2,0.0672
5409,0.777,0.305,0.13,0.753,4,0.0394
5410,0.794,0.629,0.27,0.0,5,0.037
5411,0.914,0.214,0.0163,0.551,3,0.0451
5412,0.927,0.126,0.155,0.758,4,0.0485
5413,0.2739999999999999,0.13,0.0984,0.969,4,0.0424
5414,0.828,0.324,0.287,4.21e-06,4,0.0437
5415,0.843,0.511,0.33,0.0,4,0.0459
5416,0.65,0.181,0.206,0.929,5,0.0376
5417,0.904,0.128,0.0938,0.82,5,0.0451
5418,0.991,0.629,0.276,0.2239999999999999,8,0.455
5419,0.8959999999999999,0.242,0.0915,0.38,5,0.0397
5420,0.848,0.155,0.181,0.696,4,0.0385
5421,0.995,0.41,0.015,0.928,3,0.053
5422,0.977,0.475,0.16,0.0197,3,0.0408
5423,0.797,0.251,0.0423,0.294,3,0.0435
5424,0.963,0.424,0.3670000000000001,0.0,8,0.0612
5425,0.3379999999999999,0.231,0.142,0.465,4,0.0378
5426,0.946,0.494,0.278,0.0,8,0.0787
5427,0.8059999999999999,0.405,0.322,0.0,2,0.0322
5428,0.693,0.474,0.4679999999999999,7.73e-06,4,0.332
5429,0.7040000000000001,0.15,0.094,0.3389999999999999,4,0.0437
5430,0.674,0.51,0.406,2.32e-06,19,0.0368
5431,0.966,0.265,0.0613,0.768,3,0.0453
5432,0.994,0.738,0.416,0.0,0,0.3339999999999999
5433,0.932,0.256,0.2189999999999999,0.762,0,0.0499
5434,0.977,0.506,0.267,0.4579999999999999,0,0.0479
5435,0.996,0.465,0.00678,0.307,0,0.1169999999999999
5436,0.813,0.36,0.474,0.626,1,0.0737
5437,0.992,0.51,0.131,0.012,0,0.0504
5438,0.994,0.7120000000000001,0.11,4.8e-06,0,0.433
5439,0.705,0.6579999999999999,0.551,0.00179,1,0.0316
5440,0.986,0.481,0.527,6.2e-06,0,0.138
5441,0.987,0.375,0.0584,0.00714,0,0.0385
5442,0.98,0.669,0.272,0.0,0,0.0746
5443,0.948,0.302,0.0139999999999999,0.231,0,0.0368
5444,0.988,0.325,0.132,0.911,1,0.0329
5445,0.938,0.562,0.332,1.96e-05,0,0.0402
5446,0.918,0.369,0.17,0.0278,0,0.0431
5447,0.995,0.778,0.105,0.212,3,0.0743
5448,0.993,0.624,0.133,0.134,0,0.0454
5449,0.92,0.172,0.147,0.374,0,0.0434
5450,0.5760000000000001,0.326,0.416,1.34e-06,3,0.0341
5451,0.959,0.684,0.352,1.22e-06,0,0.0684
5452,0.993,0.727,0.142,0.246,0,0.267
5453,0.974,0.531,0.396,0.271,0,0.153
5454,0.932,0.601,0.32,0.0707,0,0.0925
5455,0.993,0.589,0.491,0.363,0,0.0428
5456,0.996,0.425,0.135,0.131,0,0.0841
5457,0.988,0.466,0.371,0.203,0,0.0383
5458,0.996,0.4029999999999999,0.142,0.8909999999999999,0,0.0533
5459,0.0334,0.544,0.0689,2.24e-05,0,0.4529999999999999
5460,0.65,0.701,0.216,0.0,0,0.937
5461,0.8420000000000001,0.3939999999999999,0.493,0.00321,0,0.0327
5462,0.8640000000000001,0.416,0.341,0.0,61,0.0391
5463,0.777,0.5920000000000001,0.522,0.0,49,0.217
5464,0.759,0.616,0.271,8.47e-06,54,0.0414
5465,0.969,0.674,0.382,0.0204,52,0.036
5466,0.826,0.527,0.633,0.0,43,0.114
5467,0.979,0.789,0.297,0.0008529999999999,50,0.0654
5468,0.968,0.301,0.231,7.929999999999999e-05,37,0.0332
5469,0.944,0.2769999999999999,0.1889999999999999,0.0,36,0.0329
5470,0.984,0.237,0.0863,3.34e-05,33,0.0422
5471,0.802,0.642,0.664,0.0,36,0.0934
5472,0.955,0.795,0.243,0.00512,38,0.0447
5473,0.984,0.8140000000000001,0.271,0.00253,37,0.0374
5474,0.759,0.616,0.271,8.47e-06,26,0.0414
5475,0.965,0.8140000000000001,0.337,0.0,25,0.037
5476,0.813,0.64,0.297,0.0,29,0.0473
5477,0.815,0.655,0.4270000000000001,2.04e-06,27,0.0865
5478,0.954,0.183,0.113,3.88e-05,30,0.0287
5479,0.97,0.445,0.1009999999999999,2.98e-05,26,0.0367
5480,0.755,0.6890000000000001,0.723,0.0,27,0.0483
5481,0.946,0.22,0.191,1.01e-05,25,0.0336
5482,0.8859999999999999,0.573,0.238,1.34e-06,26,0.0353
5483,0.945,0.79,0.3229999999999999,0.0001899999999999,18,0.0846
5484,0.743,0.7290000000000001,0.569,0.0,28,0.0334
5485,0.7659999999999999,0.364,0.381,0.624,24,0.0504
5486,0.989,0.7440000000000001,0.251,0.523,27,0.0411
5487,0.955,0.28,0.151,0.00107,17,0.0355
5488,0.944,0.65,0.525,0.000125,29,0.0531
5489,0.7290000000000001,0.482,0.451,0.0,21,0.0438
5490,0.995,0.5429999999999999,0.0666,0.105,23,0.0425
5491,0.925,0.799,0.371,1.4300000000000004e-05,28,0.0585
5492,0.978,0.35,0.114,0.0001409999999999,21,0.0338
5493,0.946,0.691,0.256,0.000261,19,0.0365
5494,0.981,0.34,0.0367,0.000304,23,0.0289999999999999
5495,0.847,0.879,0.4320000000000001,6.17e-05,15,0.0416
5496,0.988,0.691,0.371,0.2239999999999999,27,0.0442
5497,0.928,0.759,0.335,0.0,24,0.0335
5498,0.966,0.831,0.247,0.0025399999999999,24,0.0662
5499,0.977,0.693,0.349,0.201,25,0.0416
5500,0.972,0.421,0.509,0.623,21,0.0396
5501,0.923,0.3929999999999999,0.0952,0.000988,20,0.0363
5502,0.96,0.716,0.352,0.00108,24,0.0547
5503,0.966,0.375,0.158,0.0,15,0.0387
5504,0.8640000000000001,0.416,0.341,0.0,13,0.0391
5505,0.981,0.618,0.168,0.00628,22,0.0343
5506,0.826,0.616,0.4920000000000001,0.0,16,0.0821
5507,0.813,0.885,0.476,0.0,24,0.0357
5508,0.96,0.325,0.157,0.852,18,0.0409
5509,0.841,0.396,0.457,0.000359,23,0.0666
5510,0.98,0.236,0.09,3.2899999999999987e-05,19,0.0307
5511,0.845,0.7290000000000001,0.555,1.56e-06,20,0.0319
5512,0.986,0.28,0.113,0.00617,19,0.0446
5513,0.918,0.77,0.368,7.730000000000001e-05,20,0.0363
5514,0.91,0.373,0.209,0.00261,15,0.0311
5515,0.976,0.305,0.0862,4.34e-05,14,0.0331
5516,0.989,0.617,0.156,0.0043799999999999,16,0.0393
5517,0.883,0.2689999999999999,0.173,3.55e-06,13,0.0309
5518,0.995,0.5770000000000001,0.24,0.1639999999999999,13,0.0342
5519,0.643,0.634,0.326,0.0,19,0.0726
5520,0.792,0.655,0.39,1.33e-05,9,0.0774
5521,0.261,0.411,0.956,0.217,14,0.105
5522,0.94,0.527,0.422,2.21e-05,14,0.0556
5523,0.968,0.456,0.263,0.29,12,0.0322
5524,0.989,0.496,0.1159999999999999,5.46e-06,13,0.0503
5525,0.969,0.419,0.139,4.95e-06,12,0.0392
5526,0.777,0.4370000000000001,0.4370000000000001,0.0952,11,0.0518
5527,0.973,0.391,0.0798,0.000128,8,0.0371
5528,0.8859999999999999,0.573,0.238,1.34e-06,7,0.0353
5529,0.867,0.253,0.322,0.527,11,0.0421
5530,0.989,0.45,0.353,0.591,13,0.144
5531,0.679,0.5,0.249,0.0,14,0.102
5532,0.969,0.662,0.364,0.00199,7,0.0368
5533,0.989,0.313,0.049,0.0614,9,0.0343
5534,0.774,0.69,0.379,0.319,12,0.1889999999999999
5535,0.955,0.28,0.151,0.00107,17,0.0355
5536,0.955,0.833,0.308,0.00139,6,0.0536
5537,0.973,0.391,0.0798,0.000128,16,0.0371
5538,0.82,0.632,0.1689999999999999,0.0,8,0.0523
5539,0.98,0.451,0.0633,0.0020399999999999,13,0.0352
5540,0.614,0.3379999999999999,0.111,4e-05,5,0.0338
5541,0.98,0.21,0.0899,0.000371,12,0.0432
5542,0.871,0.3670000000000001,0.0487,2.2e-06,14,0.0312
5543,0.986,0.293,0.351,0.0016,31,0.0593
5544,0.989,0.1989999999999999,0.342,0.0279999999999999,9,0.0341
5545,0.979,0.478,0.108,0.0125,10,0.0346
5546,0.894,0.2769999999999999,0.0727,2.29e-06,13,0.0388
5547,0.994,0.655,0.0992,6.890000000000001e-05,8,0.0457
5548,0.971,0.336,0.102,0.00149,13,0.0339
5549,0.979,0.451,0.3929999999999999,0.017,10,0.0551
5550,0.961,0.3,0.0389,0.000325,14,0.0388
5551,0.911,0.22,0.102,3.8e-05,14,0.0376
5552,0.981,0.34,0.0367,0.000304,6,0.0289999999999999
5553,0.98,0.236,0.09,3.2899999999999987e-05,5,0.0307
5554,0.85,0.5920000000000001,0.152,2.07e-06,15,0.0587
5555,0.711,0.433,0.457,0.0638,8,0.0904
5556,0.976,0.175,0.186,0.187,6,0.0307
5557,0.614,0.3379999999999999,0.111,4e-05,13,0.0338
5558,0.7290000000000001,0.486,0.109,0.0,12,0.0318
5559,0.836,0.7040000000000001,0.335,3.22e-06,4,0.0728
5560,0.939,0.7659999999999999,0.245,0.0,4,0.0406
5561,0.799,0.531,0.245,0.0339,6,0.043
5562,0.951,0.268,0.2189999999999999,0.0133,6,0.0601
5563,0.846,0.602,0.26,1.3800000000000008e-05,9,0.0278
5564,0.965,0.43,0.301,0.0,8,0.0355
5565,0.89,0.236,0.141,4.38e-05,13,0.0363
5566,0.995,0.4270000000000001,0.325,0.914,13,0.0543
5567,0.953,0.354,0.0728,5.1e-06,12,0.0351
5568,0.784,0.429,0.779,0.0,9,0.2189999999999999
5569,0.737,0.457,0.225,6.05e-05,14,0.0335
5570,0.894,0.813,0.417,0.0,3,0.0708
5571,0.593,0.6629999999999999,0.4970000000000001,0.0181,6,0.0466
5572,0.994,0.337,0.103,0.894,30,0.0601
5573,0.986,0.752,0.306,0.066,3,0.035
5574,0.985,0.144,0.0572,6.65e-05,8,0.0533
5575,0.976,0.376,0.2769999999999999,0.83,8,0.0371
5576,0.789,0.452,0.302,0.763,7,0.0294
5577,0.967,0.298,0.281,0.8690000000000001,7,0.0374
5578,0.954,0.183,0.113,3.88e-05,3,0.0287
5579,0.911,0.22,0.102,3.8e-05,4,0.0376
5580,0.883,0.477,0.188,0.181,6,0.0334
5581,0.99,0.292,0.326,0.0389,9,0.0642
5582,0.915,0.212,0.225,0.000649,12,0.0347
5583,0.991,0.488,0.122,0.000335,7,0.0588
5584,0.898,0.4920000000000001,0.385,0.768,6,0.0389
5585,0.975,0.337,0.325,0.00643,17,0.0384
5586,0.78,0.369,0.17,0.00015,14,0.0314
5587,0.898,0.462,0.0643,8.51e-06,12,0.0353
5588,0.8,0.433,0.381,0.0,13,0.0541
5589,0.875,0.337,0.0642,0.0,12,0.0391
5590,0.958,0.209,0.133,0.00867,13,0.0383
5591,0.687,0.516,0.307,0.0,11,0.0371
5592,0.853,0.409,0.2739999999999999,0.442,6,0.0348
5593,0.981,0.265,0.3,0.000156,24,0.0315
5594,0.934,0.413,0.0677,2.410000000000001e-05,13,0.04
5595,0.955,0.8240000000000001,0.384,0.000121,4,0.0542
5596,0.809,0.884,0.314,0.0,2,0.0404
5597,0.94,0.428,0.669,0.775,3,0.0854
5598,0.975,0.7659999999999999,0.0571,0.0,5,0.0427
5599,0.918,0.3779999999999999,0.473,0.7909999999999999,9,0.0536
5600,0.995,0.308,0.423,0.889,21,0.0432
5601,0.948,0.5,0.532,0.327,3,0.0612
5602,0.8690000000000001,0.337,0.865,0.467,4,0.152
5603,0.989,0.416,0.0627,0.00205,3,0.0672
5604,0.989,0.257,0.165,0.0296,4,0.0404
5605,0.866,0.705,0.574,7.35e-06,3,0.0397
5606,0.965,0.503,0.5579999999999999,0.741,5,0.204
5607,0.85,0.5920000000000001,0.152,2.07e-06,3,0.0587
5608,0.982,0.308,0.124,0.00457,7,0.042
5609,0.894,0.2769999999999999,0.0727,2.29e-06,2,0.0388
5610,0.994,0.547,0.0292,0.948,4,0.046
5611,0.953,0.304,0.354,0.00485,7,0.0384
5612,0.972,0.3379999999999999,0.308,0.0944,7,0.0346
5613,0.865,0.7190000000000001,0.422,1.44e-06,3,0.0293
5614,0.931,0.418,0.475,1.29e-05,8,0.0521
5615,0.978,0.1969999999999999,0.119,0.0,5,0.0506
5616,0.94,0.413,0.753,0.0606,4,0.346
5617,0.865,0.485,0.708,0.797,4,0.0408
5618,0.981,0.608,0.144,0.000273,3,0.0347
5619,0.971,0.241,0.188,0.926,3,0.0353
5620,0.944,0.5820000000000001,0.481,0.00467,3,0.0446
5621,0.979,0.38,0.0777,8.8e-05,11,0.0324
5622,0.99,0.207,0.0933,0.00143,4,0.0539
5623,0.981,0.22,0.16,0.943,5,0.0404
5624,0.769,0.6829999999999999,0.243,0.0,7,0.0494
5625,0.934,0.413,0.0677,2.410000000000001e-05,2,0.04
5626,0.994,0.633,0.144,0.907,3,0.0402
5627,0.86,0.469,0.784,0.892,5,0.2789999999999999
5628,0.993,0.257,0.4639999999999999,0.217,6,0.0663
5629,0.989,0.225,0.0777,0.000526,5,0.0442
5630,0.957,0.178,0.273,2.02e-05,4,0.0463
5631,0.987,0.286,0.315,1.15e-05,5,0.0418
5632,0.872,0.722,0.45,0.0,2,0.0357
5633,0.893,0.26,0.198,0.89,4,0.0371
5634,0.95,0.813,0.264,2.08e-05,3,0.0667
5635,0.969,0.6990000000000001,0.29,0.00246,3,0.0553
5636,0.768,0.785,0.284,2.49e-05,6,0.0433
5637,0.987,0.245,0.087,0.0002379999999999,3,0.0386
5638,0.988,0.175,0.0993,0.66,4,0.0442
5639,0.8,0.433,0.381,0.0,3,0.0541
5640,0.843,0.435,0.0995,0.000126,5,0.0374
5641,0.936,0.721,0.511,0.877,6,0.0514
5642,0.643,0.634,0.326,0.0,3,0.0726
5643,0.982,0.7390000000000001,0.106,0.000297,6,0.111
5644,0.964,0.2789999999999999,0.416,0.944,5,0.0355
5645,0.77,0.429,0.8909999999999999,0.0488,4,0.161
5646,0.994,0.222,0.2319999999999999,0.91,5,0.0456
5647,0.875,0.337,0.0642,0.0,2,0.0391
5648,0.995,0.534,0.0656,0.8490000000000001,4,0.0432
5649,0.969,0.243,0.0506,0.92,5,0.0357
5650,0.736,0.735,0.311,8.52e-06,3,0.0826
5651,0.944,0.135,0.0373,0.794,0,0.0382
5652,0.835,0.5579999999999999,0.4970000000000001,0.00705,1,0.0496
5653,0.946,0.246,0.02,0.0313,0,0.045
5654,0.995,0.696,0.302,0.612,0,0.149
5655,0.967,0.574,0.613,0.0768,0,0.0672
5656,0.901,0.1689999999999999,0.118,0.0506,0,0.035
5657,0.976,0.67,0.147,0.901,0,0.0685
5658,0.969,0.522,0.355,0.0187,0,0.0844
5659,0.91,0.33,0.5479999999999999,0.851,0,0.0546
5660,0.995,0.604,0.155,0.00213,0,0.365
5661,0.994,0.303,0.218,1.4800000000000002e-05,0,0.0567
5662,0.926,0.6409999999999999,0.413,0.0,68,0.0435
5663,0.994,0.469,0.0128,0.937,68,0.119
5664,0.851,0.627,0.337,0.0,64,0.0436
5665,0.956,0.317,0.0186,1.9e-06,52,0.0363
5666,0.947,0.7020000000000001,0.131,0.0,45,0.0433
5667,0.991,0.508,0.0076599999999999,0.873,48,0.0975
5668,0.821,0.322,0.222,0.0,45,0.0282
5669,0.992,0.489,0.00243,0.963,46,0.0896
5670,0.78,0.6609999999999999,0.216,0.0,45,0.0553
5671,0.974,0.365,0.173,0.000585,42,0.0366
5672,0.978,0.4479999999999999,0.136,7.269999999999999e-05,42,0.0487
5673,0.947,0.506,0.113,0.0,39,0.0329
5674,0.984,0.4320000000000001,0.0337,0.00188,39,0.0443
5675,0.851,0.191,0.133,0.000206,39,0.0393
5676,0.951,0.15,0.0611,6.890000000000001e-05,38,0.0376
5677,0.8140000000000001,0.346,0.754,0.0,37,0.0559999999999999
5678,0.755,0.499,0.457,0.0,36,0.0593
5679,0.746,0.168,0.3389999999999999,0.0014,40,0.0289
5680,0.995,0.5379999999999999,0.00808,0.922,42,0.0939
5681,0.933,0.284,0.104,0.000617,35,0.0347
5682,0.823,0.623,0.0986,0.0,41,0.0413
5683,0.926,0.519,0.174,0.0,31,0.0313
5684,0.993,0.489,0.0193,0.937,37,0.0455
5685,0.924,0.226,0.165,0.325,36,0.0373
5686,0.983,0.188,0.131,0.000173,33,0.0357
5687,0.823,0.623,0.0986,0.0,39,0.0413
5688,0.598,0.518,0.324,0.0,30,0.0552
5689,0.985,0.411,0.136,0.0,35,0.0359
5690,0.8220000000000001,0.6709999999999999,0.696,0.727,32,0.0947
5691,0.0862,0.7040000000000001,0.638,0.251,36,0.0457
5692,0.815,0.573,0.36,0.0,29,0.0544
5693,0.906,0.8420000000000001,0.321,3.21e-06,26,0.14
5694,0.873,0.654,0.136,0.0,26,0.051
5695,0.855,0.491,0.389,0.0,29,0.0296
5696,0.929,0.4629999999999999,0.477,0.0,22,0.275
5697,0.745,0.639,0.828,0.812,30,0.138
5698,0.69,0.2319999999999999,0.245,0.0,28,0.0321
5699,0.284,0.6579999999999999,0.263,0.0,21,0.059
5700,0.8340000000000001,0.713,0.208,0.0017,23,0.0601
5701,0.8690000000000001,0.387,0.28,0.3429999999999999,27,0.0394
