,acousticness,danceability,energy,instrumentalness,popularity,speechiness
12482,0.487,0.726,0.449,1.34e-06,72,0.0286
12483,0.0125,0.654,0.743,0.0272,71,0.0605
12484,0.02,0.489,0.953,0.00021,66,0.0858
12485,0.2239999999999999,0.6970000000000001,0.627,0.0138,62,0.0328
12486,0.00101,0.3720000000000001,0.91,0.0944,66,0.0392
12487,0.0891,0.617,0.5329999999999999,4.04e-06,74,0.0651
12488,0.2339999999999999,0.855,0.847,0.00062,66,0.042
12489,0.0274,0.4270000000000001,0.626,0.00395,66,0.0385
12490,0.0318,0.285,0.908,0.00909,60,0.0705
12491,0.00644,0.779,0.87,0.0107,65,0.0574
12492,0.00322,0.63,0.7879999999999999,0.0237,69,0.0298
12493,0.217,0.6729999999999999,0.6629999999999999,0.017,68,0.0269
12494,0.142,0.929,0.4629999999999999,5.26e-06,70,0.308
12495,0.175,0.7440000000000001,0.7979999999999999,0.00367,69,0.0364
12496,0.00253,0.303,0.961,6.2e-05,65,0.243
12497,0.181,0.637,0.3329999999999999,0.0,64,0.0262
12498,0.0642,0.476,0.901,0.158,59,0.0975
12499,0.103,0.575,0.555,1.3e-06,73,0.0453
12500,0.00802,0.706,0.785,0.0319,62,0.0409999999999999
12501,0.0177,0.391,0.815,0.00226,68,0.0518
12502,0.0434,0.494,0.933,0.00108,62,0.0808
12503,0.000692,0.512,0.947,0.114,59,0.0401
12504,0.00375,0.358,0.938,9.2e-06,68,0.0483
12505,0.0364,0.439,0.963,0.00896,58,0.2769999999999999
12506,0.402,0.5429999999999999,0.944,0.0005639999999999,71,0.0543
12507,0.6609999999999999,0.7190000000000001,0.377,0.0,60,0.0974
12508,0.0033,0.485,0.945,0.00525,62,0.0402
12509,0.258,0.522,0.346,0.0,58,0.0297
12510,0.0285,0.601,0.649,7.709999999999999e-05,57,0.0554
12511,0.186,0.6629999999999999,0.482,0.0,60,0.0479
12512,0.414,0.487,0.246,0.0,57,0.0376
12513,0.181,0.6809999999999999,0.773,1.84e-05,62,0.0579999999999999
12514,0.198,0.789,0.945,3.11e-06,57,0.0482
12515,0.00399,0.495,0.969,2.55e-05,58,0.0427
12516,0.00487,0.542,0.7140000000000001,0.298,54,0.0279999999999999
12517,0.5379999999999999,0.879,0.495,0.000333,62,0.0765
12518,0.0709,0.647,0.8959999999999999,0.0505,64,0.0509
12519,0.767,0.5429999999999999,0.2269999999999999,4.29e-05,66,0.0298
12520,0.0404,0.358,0.804,0.0,58,0.302
12521,0.0436,0.765,0.8240000000000001,2.75e-05,54,0.0386
12522,0.000337,0.608,0.787,0.00782,57,0.0277
12523,0.00957,0.611,0.946,0.0708,61,0.0378
12524,0.0139,0.648,0.755,0.0002529999999999,63,0.03
12525,0.0867,0.846,0.826,0.0,65,0.098
12526,0.0289,0.72,0.967,0.000345,60,0.0343
12527,0.126,0.609,0.777,0.0,57,0.0377
12528,0.0342,0.614,0.789,0.00132,54,0.0342
12529,0.8029999999999999,0.482,0.211,1.36e-05,65,0.0318
12530,0.000788,0.256,0.423,0.402,58,0.035
12531,0.00392,0.544,0.7390000000000001,0.000143,60,0.0517
12532,0.0684,0.6890000000000001,0.789,0.000516,54,0.0359
12533,0.0251,0.813,0.6990000000000001,0.0135,58,0.0458
12534,0.402,0.5429999999999999,0.944,0.0005639999999999,62,0.0543
12535,0.00171,0.222,0.938,0.0845,53,0.375
12536,0.0018399999999999,0.6409999999999999,0.775,0.177,53,0.0498
12537,0.00535,0.654,0.6409999999999999,0.00321,65,0.0482
12538,0.0364,0.439,0.963,0.00896,53,0.2769999999999999
12539,0.505,0.665,0.624,0.0104,54,0.049
12540,0.778,0.377,0.341,0.0,52,0.0283
12541,0.389,0.518,0.725,0.000192,59,0.0338
12542,0.348,0.439,0.512,0.0,65,0.0515
12543,0.512,0.728,0.4539999999999999,1.39e-06,60,0.0278
12544,0.149,0.5820000000000001,0.915,0.0138,51,0.0418
12545,0.0104,0.486,0.83,0.000475,53,0.037
12546,0.255,0.6609999999999999,0.662,0.0,54,0.0931
12547,0.0882,0.6779999999999999,0.493,0.153,57,0.0302
12548,0.135,0.486,0.8109999999999999,0.0419,56,0.0346
12549,0.216,0.8079999999999999,0.623,0.000396,62,0.0463
12550,0.127,0.7020000000000001,0.871,4.18e-05,59,0.0926
12551,0.342,0.634,0.665,8.87e-05,56,0.0318
12552,0.0766,0.5870000000000001,0.237,0.0,53,0.0272
12553,0.359,0.5539999999999999,0.639,0.00274,59,0.0278
12554,0.0702,0.7240000000000001,0.6940000000000001,0.000407,52,0.0454
12555,0.0357,0.392,0.727,0.000239,50,0.155
12556,0.253,0.741,0.267,0.0004469999999999,57,0.0285
12557,0.49,0.6509999999999999,0.214,3.68e-06,52,0.0292
12558,0.2739999999999999,0.41,0.763,1.36e-05,55,0.3379999999999999
12559,0.723,0.499,0.648,0.0,67,0.0331
12560,0.0237,0.5760000000000001,0.703,0.0013,51,0.0486
12561,0.00486,0.758,0.638,0.0141,60,0.0378
12562,0.039,0.6509999999999999,0.6990000000000001,0.0659,60,0.0277
12563,0.00914,0.526,0.9,0.0,55,0.0531
12564,0.0389,0.531,0.8490000000000001,0.00763,56,0.111
12565,0.775,0.513,0.171,0.4579999999999999,55,0.0422
12566,0.95,0.201,0.036,0.8909999999999999,58,0.0445
12567,0.0904,0.747,0.4479999999999999,0.000185,57,0.0345
12568,0.932,0.257,0.0906,0.985,58,0.07
12569,0.0854,0.6459999999999999,0.809,0.0,58,0.0282
12570,0.00777,0.565,0.894,0.0,55,0.175
12571,0.605,0.64,0.317,5.14e-06,50,0.0307
12572,0.0144,0.428,0.608,0.0002109999999999,54,0.0655
12573,0.305,0.6970000000000001,0.588,0.0,50,0.0759
12574,0.201,0.573,0.65,1.58e-06,58,0.0257
12575,0.0714,0.605,0.926,2.18e-05,56,0.0372
12576,0.0291,0.6579999999999999,0.7140000000000001,5.7e-05,66,0.0521
12577,0.17,0.711,0.647,0.0,62,0.0353
12578,0.0923,0.48,0.7390000000000001,0.0,52,0.0373
12579,0.133,0.613,0.8009999999999999,0.0,51,0.0352
12580,0.1989999999999999,0.7240000000000001,0.346,0.0,59,0.0366
12581,0.115,0.8220000000000001,0.6859999999999999,0.000982,62,0.0472
12582,0.17,0.607,0.723,0.0492,50,0.0282
12583,0.0299,0.7490000000000001,0.8490000000000001,0.000168,61,0.0544
12584,0.346,0.8390000000000001,0.623,0.0138,49,0.108
12585,0.0675,0.414,0.851,0.0047,54,0.0413
12586,0.000608,0.386,0.911,0.4429999999999999,48,0.0956
12587,0.181,0.904,0.33,0.0254,57,0.124
12588,0.175,0.653,0.762,0.00113,53,0.0311
12589,0.235,0.509,0.687,0.0,49,0.0454
12590,0.00306,0.536,0.812,0.000455,51,0.0441
12591,0.0218,0.475,0.5760000000000001,0.0221,52,0.0312
12592,0.0181,0.467,0.885,0.0,51,0.0446
12593,0.209,0.376,0.667,1.5e-06,48,0.0356
12594,0.693,0.407,0.826,1.57e-05,54,0.0495
12595,0.0002399999999999,0.815,0.513,0.471,47,0.036
12596,0.102,0.746,0.895,0.00022,50,0.0657
12597,0.00614,0.8140000000000001,0.363,0.000177,57,0.0644
12598,0.0132,0.473,0.6729999999999999,0.0,48,0.0363
12599,0.0331,0.6859999999999999,0.652,8.34e-06,58,0.111
12600,0.266,0.7929999999999999,0.627,7.099999999999999e-05,53,0.0431
12601,0.00171,0.222,0.938,0.0845,47,0.375
12602,0.528,0.711,0.259,0.0,53,0.0359
12603,0.245,0.7809999999999999,0.672,0.0,50,0.108
12604,0.987,0.3429999999999999,0.0209,0.922,55,0.0398
12605,0.402,0.596,0.626,0.0,49,0.0634
12606,0.0466,0.509,0.382,0.0,52,0.0351
12607,0.3720000000000001,0.537,0.789,2.660000000000001e-05,67,0.0549
12608,0.161,0.8420000000000001,0.6970000000000001,0.000101,59,0.0654
12609,0.032,0.873,0.426,0.517,47,0.0445
12610,0.2289999999999999,0.628,0.5479999999999999,0.0,50,0.0423
12611,0.0030399999999999,0.3670000000000001,0.685,0.0478,47,0.0464
12612,0.0166,0.607,0.939,0.0081,53,0.0375
12613,0.00934,0.642,0.778,0.633,53,0.0313
12614,0.0173,0.6509999999999999,0.926,2.69e-05,51,0.0417
12615,4.3e-05,0.249,0.97,0.2239999999999999,47,0.21
12616,0.177,0.672,0.365,0.0,47,0.0291
12617,0.6890000000000001,0.563,0.184,0.0,60,0.0417
12618,0.0179,0.469,0.4639999999999999,2.87e-06,48,0.0263
12619,0.989,0.579,0.288,0.944,48,0.0737
12620,0.147,0.368,0.917,0.000121,45,0.0772
12621,0.0307,0.555,0.875,0.00521,56,0.0335
12622,0.445,0.5770000000000001,0.916,0.0,50,0.1009999999999999
12623,0.23,0.491,0.7509999999999999,1.22e-05,49,0.0686
12624,0.00179,0.396,0.897,2.08e-06,51,0.0745
12625,0.535,0.647,0.317,0.0,47,0.0256
12626,0.248,0.504,0.935,0.0,49,0.0382
12627,0.8220000000000001,0.645,0.211,9.19e-06,57,0.0257
12628,0.00294,0.7759999999999999,0.871,0.0129,51,0.0519
12629,0.488,0.6709999999999999,0.516,2.8000000000000013e-05,52,0.0519
12630,0.107,0.5539999999999999,0.888,0.0,55,0.087
12631,0.2789999999999999,0.5479999999999999,0.8740000000000001,0.0463,53,0.0463
12632,0.00366,0.557,0.843,1.83e-06,56,0.131
12633,0.0489,0.537,0.862,0.505,51,0.0279999999999999
12634,0.291,0.606,0.406,4.09e-05,47,0.0413
12635,0.222,0.526,0.46,5.96e-05,46,0.0462
12636,0.0155,0.526,0.899,0.0,45,0.043
12637,0.0077,0.574,0.961,0.2239999999999999,50,0.0506
12638,0.0892,0.865,0.752,0.0006259999999999,50,0.0941
12639,0.897,0.358,0.191,0.0,54,0.0312
12640,0.23,0.6809999999999999,0.5429999999999999,0.0012,46,0.0391
12641,0.123,0.643,0.539,0.000155,44,0.0386
12642,0.45,0.5670000000000001,0.948,0.00059,49,0.0781
12643,0.178,0.7559999999999999,0.417,1.8e-06,46,0.0309
12644,0.183,0.684,0.843,1.67e-05,52,0.0296
12645,0.315,0.6509999999999999,0.755,0.000174,49,0.0337
12646,0.00617,0.29,0.911,0.0108,45,0.0975
12647,0.0001159999999999,0.289,0.938,0.0615,45,0.163
12648,0.000608,0.386,0.911,0.4429999999999999,45,0.0956
12649,4.66e-06,0.148,0.908,0.614,53,0.1169999999999999
12650,0.19,0.58,0.4639999999999999,3e-05,57,0.0339
12651,0.68,0.812,0.679,0.00283,54,0.0559
12652,0.0259,0.407,0.965,0.2189999999999999,44,0.0944
12653,0.787,0.471,0.365,0.00066,53,0.0326
12654,0.818,0.373,0.302,0.835,56,0.0376
12655,0.00332,0.66,0.8059999999999999,1.4e-05,45,0.0324
12656,0.0712,0.851,0.8079999999999999,0.0504,51,0.0355
12657,0.142,0.765,0.777,0.000122,50,0.0306
12658,0.0155,0.6459999999999999,0.633,0.0282,57,0.0274
12659,0.8170000000000001,0.1889999999999999,0.3429999999999999,0.916,53,0.0453
12660,0.2319999999999999,0.7,0.618,2.65e-05,53,0.0261
12661,0.00088,0.583,0.8909999999999999,0.0001629999999999,50,0.0345
12662,0.1889999999999999,0.735,0.478,2.48e-06,82,0.0293
12663,0.0183,0.508,0.8340000000000001,0.0,80,0.0386
12664,0.171,0.5720000000000001,0.835,0.000376,78,0.0317
12665,0.501,0.516,0.5489999999999999,0.00572,76,0.0373
12666,0.271,0.62,0.573,0.0,79,0.0423
12667,0.00124,0.527,0.978,4.75e-05,73,0.109
12668,0.0115,0.527,0.942,0.0,77,0.0366
12669,0.193,0.477,0.471,1.76e-06,78,0.0277
12670,0.0127,0.502,0.924,0.0,73,0.0503
12671,0.00631,0.512,0.86,0.00528,66,0.0703
12672,0.155,0.408,0.48,1.82e-05,73,0.0266
12673,0.000373,0.3979999999999999,0.952,7.75e-05,74,0.061
12674,0.0102,0.7290000000000001,0.989,4.45e-05,71,0.049
12675,0.0353,0.3670000000000001,0.452,0.00228,75,0.0307
12676,0.00543,0.482,0.617,0.000146,69,0.0458
12677,0.215,0.304,0.42,0.0,65,0.0281
12678,0.0006519999999999,0.551,0.947,0.0002569999999999,68,0.152
12679,0.589,0.62,0.446,0.0299,74,0.0347
12680,0.00509,0.611,0.846,0.0,73,0.0436
12681,0.00292,0.22,0.708,0.0267,73,0.035
12682,0.00512,0.504,0.911,0.0123,70,0.0738
12683,0.368,0.583,0.602,0.0,72,0.0274
12684,0.0008539999999999,0.3979999999999999,0.93,0.121,69,0.0615
12685,0.179,0.7440000000000001,0.502,0.000172,63,0.0359
12686,0.0984,0.583,0.905,0.0001899999999999,71,0.0733
12687,0.0465,0.382,0.589,0.0,76,0.0267
12688,0.0457,0.574,0.96,0.0,69,0.032
12689,0.0853,0.795,0.433,0.0002839999999999,62,0.0324
12690,0.00311,0.256,0.929,0.201,62,0.113
12691,0.00682,0.628,0.934,1.11e-05,64,0.0527
12692,0.105,0.74,0.923,0.0001629999999999,66,0.0369
12693,0.528,0.706,0.322,2.37e-06,66,0.0467
12694,0.052,0.552,0.552,0.0,70,0.0364
12695,0.00375,0.475,0.899,1.91e-05,69,0.0637
12696,0.3720000000000001,0.3329999999999999,0.695,7.13e-06,64,0.0465
12697,0.326,0.6759999999999999,0.695,1.09e-05,71,0.0392
12698,0.321,0.9,0.4589999999999999,0.00399,66,0.0366
12699,0.0192,0.309,0.93,0.0022,62,0.125
12700,0.2019999999999999,0.773,0.6559999999999999,0.00323,71,0.0381
12701,0.42,0.489,0.483,0.0028,73,0.0275
12702,0.00214,0.537,0.645,3.21e-05,60,0.0308
12703,0.27,0.6659999999999999,0.871,0.0208,64,0.0272
12704,0.0010199999999999,0.696,0.628,0.428,63,0.0274
12705,0.124,0.5820000000000001,0.606,0.00139,68,0.0289
12706,0.47,0.6940000000000001,0.7190000000000001,0.00121,66,0.048
12707,0.1159999999999999,0.598,0.901,0.0401,65,0.0359
12708,0.2269999999999999,0.7809999999999999,0.53,0.0,58,0.0685
12709,0.1969999999999999,0.627,0.802,0.784,69,0.0348
12710,0.0862,0.731,0.75,0.000388,60,0.0321
12711,0.523,0.8170000000000001,0.305,0.0,64,0.07
12712,0.115,0.261,0.703,0.00078,68,0.0414
12713,0.00376,0.679,0.866,3.1e-05,66,0.0635
12714,0.281,0.4320000000000001,0.643,0.0,62,0.0533
12715,0.583,0.531,0.397,0.0,58,0.027
12716,0.6579999999999999,0.787,0.517,1.07e-05,56,0.0332
12717,0.534,0.241,0.4679999999999999,0.0,64,0.0272
12718,0.288,0.685,0.584,0.0091799999999999,72,0.0276
12719,0.456,0.2739999999999999,0.171,0.0024,64,0.0326
12720,0.362,0.475,0.3829999999999999,0.7490000000000001,61,0.0375
12721,0.0375,0.629,0.79,0.0003399999999999,58,0.0429
12722,0.109,0.728,0.855,0.000576,59,0.0333
12723,0.259,0.664,0.589,0.00587,62,0.0406
12724,0.00515,0.561,0.8109999999999999,3.6e-05,66,0.0265
12725,0.0145,0.698,0.912,0.0222,60,0.0675
12726,0.562,0.742,0.42,4.120000000000001e-05,64,0.031
12727,0.715,0.28,0.344,0.00642,67,0.0293
12728,0.1369999999999999,0.664,0.601,3.09e-05,55,0.0616
12729,0.0002189999999999,0.31,0.977,0.273,54,0.1639999999999999
12730,0.2189999999999999,0.8140000000000001,0.6859999999999999,0.00382,71,0.0342
12731,0.0304,0.7020000000000001,0.5579999999999999,0.0,56,0.0288
12732,0.4539999999999999,0.86,0.444,0.0,62,0.151
12733,0.00754,0.446,0.97,0.000275,53,0.0508
12734,0.358,0.8290000000000001,0.332,2.69e-05,59,0.0556
12735,0.74,0.753,0.233,7.37e-06,63,0.0468
12736,0.502,0.732,0.667,4.07e-06,56,0.0278
12737,0.0713,0.7609999999999999,0.6409999999999999,0.0269,54,0.0445
12738,0.089,0.606,0.777,0.0,56,0.0347
12739,5.15e-05,0.265,0.973,0.0942,53,0.173
12740,0.373,0.5489999999999999,0.287,0.0,57,0.0362
12741,0.4479999999999999,0.584,0.612,0.0,59,0.0283
12742,0.141,0.71,0.774,0.0136,56,0.0333
12743,0.281,0.644,0.58,0.0,61,0.0226
12744,0.00135,0.4579999999999999,0.843,0.000296,58,0.0316
12745,0.126,0.871,0.532,0.00819,52,0.0677
12746,0.218,0.568,0.8290000000000001,0.00418,51,0.0303
12747,0.0782,0.875,0.408,0.000848,53,0.0376
12748,0.254,0.855,0.48,2.1600000000000007e-05,63,0.0588
12749,0.59,0.527,0.342,0.0,56,0.0336
12750,0.127,0.727,0.45,0.0,51,0.0291
12751,3.73e-05,0.28,0.986,0.688,52,0.115
12752,0.151,0.752,0.375,0.000481,52,0.0358
12753,0.996,0.425,0.00472,0.953,60,0.0479
12754,0.3979999999999999,0.659,0.7140000000000001,1.15e-05,53,0.0321
12755,0.2319999999999999,0.626,0.852,4.12e-06,54,0.0359
12756,0.0261,0.759,0.675,0.0341,53,0.0422
12757,0.0279999999999999,0.609,0.759,0.0,59,0.0276
12758,0.0034799999999999,0.521,0.721,0.0113,65,0.0254
12759,0.34,0.728,0.3979999999999999,0.0,52,0.027
12760,0.166,0.569,0.589,6.91e-06,58,0.0306
12761,0.0194,0.298,0.612,9.67e-05,57,0.0379
12762,0.0241,0.5529999999999999,0.941,0.000684,53,0.0517
12763,0.0337,0.3,0.936,0.021,50,0.0456
12764,0.012,0.426,0.9,0.000735,58,0.047
12765,0.499,0.509,0.6809999999999999,5.36e-05,52,0.0306
12766,0.00209,0.286,0.895,0.141,51,0.104
12767,0.000826,0.285,0.825,0.0,60,0.0466
12768,0.899,0.358,0.1669999999999999,0.96,62,0.0354
12769,0.002,0.211,0.774,0.759,52,0.0771
12770,0.2339999999999999,0.5,0.8420000000000001,0.000127,53,0.0434
12771,0.00953,0.5720000000000001,0.835,0.0144,60,0.079
12772,0.2339999999999999,0.5,0.672,0.000907,58,0.0512
12773,0.518,0.476,0.361,0.0,53,0.0287
12774,0.486,0.652,0.3379999999999999,5.9e-05,62,0.0367
12775,0.00631,0.512,0.86,0.00528,50,0.0703
12776,0.3429999999999999,0.5670000000000001,0.319,2.63e-06,57,0.036
12777,0.134,0.273,0.39,0.0017399999999999,59,0.0317
12778,0.00302,0.804,0.782,0.0872,50,0.0606
12779,0.283,0.6809999999999999,0.262,7.86e-06,49,0.0273
12780,0.0923,0.5479999999999999,0.414,0.0049,52,0.0355
12781,0.115,0.584,0.456,0.0,50,0.0578
12782,0.3829999999999999,0.355,0.7070000000000001,1.74e-06,51,0.134
12783,0.0875,0.679,0.8290000000000001,2.46e-06,50,0.0604
12784,0.0221,0.301,0.935,0.8540000000000001,49,0.1
12785,0.00912,0.838,0.381,0.0988,63,0.0351
12786,0.106,0.6579999999999999,0.5710000000000001,0.0,48,0.0432
12787,0.000364,0.436,0.62,0.539,52,0.037
12788,0.423,0.424,0.439,0.0,63,0.0412
12789,0.00101,0.276,0.91,0.0014,52,0.0491
12790,0.672,0.5820000000000001,0.395,0.0,54,0.0343
12791,0.4,0.483,0.471,0.000303,64,0.0284
12792,0.3829999999999999,0.597,0.44,0.0,48,0.0382
12793,0.0174,0.79,0.487,0.000441,47,0.0532
12794,0.187,0.703,0.512,0.0,47,0.0859
12795,7.829999999999999e-05,0.373,0.679,0.1159999999999999,53,0.0393
12796,0.3939999999999999,0.626,0.499,0.0,53,0.0343
12797,0.177,0.7829999999999999,0.573,8.499999999999999e-05,54,0.0462
12798,0.735,0.496,0.3389999999999999,0.0,58,0.0317
12799,0.546,0.5760000000000001,0.0968,0.286,55,0.036
12800,0.0855,0.589,0.529,1.29e-06,51,0.0287
12801,0.0689,0.7090000000000001,0.49,0.0,52,0.0526
12802,0.00311,0.256,0.929,0.201,48,0.113
12803,0.0135,0.7509999999999999,0.7759999999999999,0.0009279999999999,50,0.074
12804,0.233,0.698,0.381,8.51e-06,48,0.0291
12805,0.22,0.733,0.636,5.95e-06,48,0.0264
12806,0.0105,0.863,0.457,0.000774,56,0.0601
12807,5.15e-05,0.265,0.973,0.0942,47,0.173
12808,0.989,0.115,0.00151,0.82,53,0.0454
12809,0.918,0.0753,0.07,0.947,56,0.044
12810,0.794,0.3929999999999999,0.248,1.88e-06,59,0.0363
12811,0.00188,0.535,0.884,0.00126,54,0.0407
12812,0.000301,0.295,0.926,0.375,47,0.0851
12813,0.0438,0.738,0.8009999999999999,0.0572,70,0.0284
12814,0.00543,0.614,0.6629999999999999,5.3e-06,54,0.0265
12815,0.995,0.184,0.0178,0.747,49,0.0471
12816,0.0112,0.4039999999999999,0.927,0.00678,55,0.146
12817,0.0859,0.7070000000000001,0.8140000000000001,0.00281,50,0.0288
12818,0.777,0.6609999999999999,0.61,0.0,59,0.0707
12819,0.972,0.203,0.0641,0.94,53,0.0529
12820,0.377,0.578,0.607,0.0,45,0.0282
12821,0.477,0.5429999999999999,0.633,2.14e-05,51,0.05
12822,0.4679999999999999,0.759,0.487,1.09e-05,52,0.0357
12823,0.0971,0.303,0.901,0.0,49,0.209
12824,0.0438,0.853,0.703,0.00044,46,0.0586
12825,0.00134,0.267,0.937,0.471,46,0.1009999999999999
12826,0.216,0.637,0.851,0.0365,54,0.0437
12827,0.0275,0.913,0.4270000000000001,1.66e-06,45,0.114
12828,0.0515,0.748,0.691,0.00256,62,0.0354
12829,0.00486,0.5670000000000001,0.7609999999999999,3.43e-05,47,0.0279
12830,0.996,0.318,0.00819,0.929,48,0.0485
12831,0.125,0.6829999999999999,0.8059999999999999,0.000548,49,0.042
12832,6.26e-05,0.371,0.962,0.000227,55,0.0611
12833,0.344,0.4270000000000001,0.5529999999999999,0.000956,50,0.0405
12834,0.212,0.498,0.251,1.59e-05,57,0.0299
12835,0.313,0.659,0.3329999999999999,2.83e-06,52,0.357
12836,0.25,0.354,0.49,0.4589999999999999,44,0.031
12837,0.6779999999999999,0.4,0.151,0.000553,58,0.0334
12838,0.141,0.782,0.873,0.0571,58,0.0475
12839,0.1639999999999999,0.41,0.675,0.000396,46,0.0569
12840,0.0761,0.51,0.4379999999999999,0.0,52,0.0697
12841,0.2689999999999999,0.588,0.38,8.36e-06,62,0.0251
12842,0.00069,0.608,0.8690000000000001,7.85e-06,48,0.0509
12843,0.0591,0.964,0.889,0.0,52,0.147
12844,0.65,0.215,0.503,0.0283,49,0.0463
12845,0.147,0.478,0.336,0.446,44,0.0287
12846,0.000154,0.485,0.972,0.4429999999999999,46,0.0591
12847,0.8809999999999999,0.64,0.479,0.000171,49,0.467
12848,0.524,0.8909999999999999,0.411,0.0,50,0.119
12849,0.0418,0.435,0.931,0.000293,52,0.0725
12850,0.00854,0.387,0.942,0.000437,57,0.0442
12851,0.4270000000000001,0.426,0.599,0.0,46,0.0289999999999999
12852,0.0002189999999999,0.31,0.977,0.273,45,0.1639999999999999
12853,0.1169999999999999,0.579,0.948,1.19e-06,54,0.0535
12854,0.000537,0.41,0.762,0.00172,48,0.0362
12855,0.0015199999999999,0.532,0.723,0.00425,49,0.0333
12856,0.0179,0.696,0.4320000000000001,0.0,52,0.0269
12857,0.13,0.607,0.904,0.0,46,0.0435
12858,0.0974,0.599,0.7140000000000001,0.0,50,0.03
12859,0.996,0.282,0.00199,0.914,54,0.0515
12860,8.159999999999999e-05,0.242,0.989,0.0531,45,0.204
12861,0.0477,0.431,0.6829999999999999,8.19e-06,55,0.0293
12862,0.5760000000000001,0.8029999999999999,0.488,0.0609,83,0.0803
12863,0.347,0.645,0.795,0.00389,82,0.0527
12864,0.018,0.573,0.902,0.00125,83,0.054
12865,0.168,0.66,0.816,0.0181,74,0.0299
12866,0.052,0.6609999999999999,0.908,0.0,76,0.039
12867,0.0116,0.596,0.8690000000000001,0.173,77,0.037
12868,0.132,0.8170000000000001,0.599,0.0003109999999999,76,0.0328
12869,0.103,0.555,0.757,1.16e-06,70,0.0601
12870,0.0999,0.4029999999999999,0.777,3.28e-06,68,0.0354
12871,0.48,0.67,0.351,0.0176,68,0.0463
12872,0.0031,0.603,0.843,0.0337,75,0.0557
12873,0.0308,0.5670000000000001,0.943,0.0966,72,0.0387
12874,0.201,0.8320000000000001,0.544,0.000139,71,0.0442
12875,0.0491,0.667,0.655,0.0008939999999999,62,0.0367
12876,0.155,0.659,0.919,0.0054,65,0.0333
12877,0.121,0.579,0.654,3.62e-06,72,0.0553
12878,0.435,0.461,0.936,9.13e-05,61,0.109
12879,0.382,0.7020000000000001,0.578,5.89e-06,68,0.031
12880,0.174,0.511,0.942,1.87e-05,71,0.0429
12881,0.21,0.7609999999999999,0.67,0.000426,60,0.0438
12882,0.0748,0.725,0.524,0.764,59,0.1159999999999999
12883,0.134,0.286,0.5,4.57e-05,69,0.0357
12884,0.15,0.612,0.6,3.04e-06,67,0.0327
12885,0.237,0.871,0.7140000000000001,1.94e-06,58,0.0307
12886,0.3379999999999999,0.623,0.7390000000000001,1.88e-05,64,0.0244
12887,4.76e-06,0.55,0.765,0.873,67,0.0287
12888,0.659,0.625,0.5329999999999999,0.00266,58,0.0596
12889,0.0529,0.7140000000000001,0.935,0.0934,66,0.0849
12890,0.0029,0.736,0.711,0.000275,71,0.0352
12891,0.128,0.752,0.823,0.0098,63,0.0447
12892,0.0769,0.7070000000000001,0.759,2.84e-05,64,0.046
12893,0.964,0.728,0.0392,0.0431,57,0.0354
12894,0.7879999999999999,0.534,0.442,0.0003509999999999,69,0.0308
12895,0.593,0.636,0.264,4.22e-05,65,0.0263
12896,0.58,0.7070000000000001,0.514,0.000159,68,0.0281
12897,0.00943,0.4320000000000001,0.958,2.79e-06,60,0.0819
12898,0.306,0.789,0.67,0.0,63,0.0578
12899,0.435,0.642,0.233,0.0,55,0.0298
12900,0.6759999999999999,0.679,0.7090000000000001,0.0,56,0.133
12901,0.0004019999999999,0.442,0.759,0.0081,59,0.0354
12902,0.132,0.522,0.85,0.0338,62,0.0361
12903,8.02e-05,0.341,0.552,0.616,63,0.0423
12904,0.484,0.502,0.305,3.55e-06,67,0.0339
12905,0.0361,0.6609999999999999,0.713,2.27e-05,54,0.0296
12906,0.473,0.56,0.239,1.3699999999999998e-05,56,0.0347
12907,0.00175,0.391,0.938,1.09e-06,58,0.0786
12908,0.00979,0.6990000000000001,0.6920000000000001,0.0003259999999999,58,0.0456
12909,0.0224,0.647,0.69,0.0,57,0.0454
12910,0.0282,0.583,0.574,2.14e-06,56,0.0239
12911,0.168,0.789,0.6559999999999999,0.0409,64,0.0474
12912,0.013,0.763,0.629,0.0585,53,0.0322
12913,0.109,0.541,0.83,0.701,54,0.0316
12914,0.5,0.568,0.863,0.000137,55,0.0383
12915,0.0175,0.672,0.792,0.0119,54,0.0333
12916,0.517,0.644,0.4679999999999999,0.0,54,0.0953
12917,0.7490000000000001,0.8440000000000001,0.136,5.24e-06,54,0.067
12918,0.1889999999999999,0.528,0.447,0.0,69,0.0435
12919,0.165,0.662,0.624,0.0,68,0.0417
12920,0.503,0.22,0.44,0.862,52,0.0352
12921,0.431,0.643,0.284,8.22e-06,53,0.0268
12922,0.00105,0.502,0.54,0.00849,56,0.0318
12923,0.318,0.684,0.573,0.0279999999999999,68,0.0261
12924,0.3929999999999999,0.6609999999999999,0.389,1.04e-06,55,0.0301
12925,0.764,0.5529999999999999,0.614,0.0,69,0.0306
12926,0.0405,0.8440000000000001,0.647,0.132,52,0.0877
12927,0.0753,0.5720000000000001,0.913,1.5e-05,66,0.0362
12928,0.52,0.813,0.741,0.0017699999999999,52,0.0504
12929,0.0234,0.7979999999999999,0.5770000000000001,0.00112,52,0.0777
12930,0.346,0.805,0.575,0.0,54,0.0304
12931,0.00146,0.5429999999999999,0.8290000000000001,4.91e-05,64,0.0497
12932,0.0242,0.3289999999999999,0.885,0.00433,60,0.0904
12933,0.0314,0.752,0.743,0.000117,56,0.0331
